industy_segment_name,pack_size_name,base_pack_design_name,base_pack_design_id,industy_segment_id,pack_size_id,product,ptr,ptd,display_mrp,mrp,alternate_category,product_erp_id,is_promoted,product_weight_in_gm
CAR,MRP 10,Soya Sticks MRP 10,BDL5C580842A11442,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Soya Sticks MRP 10|42 GM*6.048 KG NGP,7.6313,7.19,10,10,Soya Snacks,FD084200420604800D,FALSE,0
CAR,MRP 10,Soya Sticks MRP 10,BDL5C580842A11442,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Soya Sticks MRP 10|42 GM*8.064 KG NGP,7.6313,7.19,10,10,Soya Snacks,FD084200420806400D,FALSE,0
CAR,MRP 10,Soya Sticks MRP 10,BDL5C580842A11442,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Soya Sticks MRP 10|42 GM*7.056 KG NGP,7.6313,7.19,10,10,Soya Snacks,FD084200420705600D,FALSE,0
CAR,MRP 10,Soya Sticks MRP 10,BDL5C580842A11442,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Soya Sticks MRP 10|50 GM*8.4 KG NGP,7.6313,7.19,10,10,Soya Snacks,FD084200500840000D,FALSE,0
CAR,MRP 5,Soya Sticks MRP 5,BDL5C580842A31444,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Soya Sticks MRP 5|22 GM*6.6 KG,3.7499,3.5,5,5,Soya Snacks,FD084200220660001D,FALSE,0
CAR,MRP 5,Soya Sticks MRP 5,BDL5C580842A31444,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Soya Sticks MRP 5|20GM*6KG,3.75,3.5,5,5,Soya Snacks,FD084200200600002D,FALSE,0
CAR,MRP 5,Soya Sticks MRP 5,BDL5C580842A31444,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Soya Sticks MRP 5|22 GM*6.6 KG NGP,3.7945,3.57,5,5,Soya Snacks,FD084200220660002D,FALSE,0
CAR,MRP 5,Soya Sticks MRP 5,BDL5C580842A31444,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Soya Sticks MRP 5|20 GM*4.8 KG NGP,3.7945,3.57,5,5,Soya Snacks,FD084200200480000D,FALSE,0
CAR,MRP 5,Soya Sticks MRP 5,BDL5C580842A31444,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Soya Sticks MRP 5|20 GM*5.52 KG NGP,3.7945,3.57,5,5,Soya Snacks,FD084200200552000D,FALSE,0
CAR,MRP 5,Soya Sticks MRP 5,BDL5C580842A31444,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Soya Sticks MRP 5|20 GM*6 KG NGP,3.7945,3.57,5,5,Soya Snacks,FD084200200600001D,FALSE,0
CAR,MRP 5,Soya Sticks MRP 5,BDL5C580842A31444,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Soya Sticks MRP 5|22 GM*5.28 KG NGP,3.7945,3.57,5,5,Soya Snacks,FD084200220528000D,FALSE,0
CAR,MRP 10,Mixture Fava Beans MRP 10,BDM5B640291A11017,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Mixture Fava Beans MRP 10|25 GM*7.5 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD029100250750000D,FALSE,0
CAR,MRP 5,Mixture Fava Beans MRP 5,BDM5B640291A31018,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Mixture Fava Beans MRP 5|16 GM*8.064 KG,3.7499,3.5,5,5,Mix/Chivra/Chanachur,FD029100160806400D,FALSE,0
CAR,400 GM,Mixture Namkeen Combo-67 475 Gm,ADM5B640614B21022,Namkeen_In-Home,400 GM_Namkeen_In-Home,Namkeen Combo 67 475 GM*9.5 KG,77.0021,73.33,105,105,Mix/Chivra/Chanachur,FD061404750950000D,FALSE,0
CAR,800 GM,Mixture Namkeen Combo-67 512 Gm,ADM5B640614B61023,Namkeen_In-Home,800 GM_Namkeen_In-Home,Namkeen Combo 67 512 GM*10.24 KG,77.002,75,105,105,Mix/Chivra/Chanachur,FD061405121024000D,FALSE,0
CAR,150 GM,Mixture Tam Tam 150 Gm,ADM5B640891D21024,Namkeen_In-Home,150 GM_Namkeen_In-Home,Classic Tam Tam 150 GM*9 KG,29.7618,28.01,40,40,Mix/Chivra/Chanachur,FD089101500900000D,FALSE,0
CAR,200 GM,Masala Moong Dal 200 Gm,ADI2B450558B40942,Namkeen_In-Home,200 GM_Namkeen_In-Home,Masala Moong Dal 200 GM*16 KG,45.787,43.09,60,60,Namkeen Dal,FD055802001600000D,FALSE,0
CAR,MRP 10,Punjabi Pakoda MRP 10,BDL7C070751A11289,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Punjabi Pakoda MRP 10|40 GM*7.6 KG,7.4999,7,10,10,Tea Time Snacks,FD075100400760000D,FALSE,0
CAR,MRP 10,Punjabi Pakoda MRP 10,BDL7C070751A11289,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Punjabi Pakoda MRP 10|40 GM*5.28 KG,7.4999,7,10,10,Tea Time Snacks,FD075100400528000D,FALSE,0
CAR,MRP 10,All In One MRP 10,BDM5A040126A10120,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,All In One MRP 10|36GM*9.072KG,7.5,7.01,10,10,Mix/Chivra/Chanachur,FD012600360907200D,FALSE,0
CAR,MRP 10,All In One MRP 10,BDM5A040126A10120,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,All In One MRP 10|36 GM*9 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD012600360900000D,FALSE,0
CAR,MRP 10,All In One MRP 10,BDM5A040126A10120,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,All In One MRP 10|42 GM*10.5 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD012600421050000D,FALSE,0
CAR,MRP 10,All In One MRP 10,BDM5A040126A10120,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,All In One MRP 10|38 GM*9.5 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD012600380950000D,FALSE,0
CAR,MRP 10,All In One MRP 10,BDM5A040126A10120,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,All In One MRP 10|38 GM*9.576 KG,7.5,7,10,10,Mix/Chivra/Chanachur,FD012600380957600D,FALSE,0
CAR,MRP 10,All In One MRP 10,BDM5A040126A10120,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,All In One MRP 10|38 GM*9.12 KG NGP,7.6313,7.19,10,10,Mix/Chivra/Chanachur,FD012600380912000D,FALSE,0
CAR,400 GM,Moong Dal 410 Gm,ADI2B660603B21034,Namkeen_In-Home,400 GM_Namkeen_In-Home,Moong Dal 410 GM*16.4 KG,91.5178,86.13,123,123,Namkeen Dal,FD060304101640000D,FALSE,0
CAR,MRP 10,All In One MRP 10,BDM5A040126A10120,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,All In One MRP 10|40 GM*9.6 KG NGP,7.6313,7.19,10,10,Mix/Chivra/Chanachur,FD012600400960000D,FALSE,0
CAR,MRP 10,All In One MRP 10,BDM5A040126A10120,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,All In One MRP10|45 GM*12.96KG(INST) NGP,7.6313,7.19,10,10,Mix/Chivra/Chanachur,FD012600451296000D,FALSE,0
CAR,MRP 5,All In One MRP 5,BDM5A040126A30122,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,All In One MRP 5|18 GM*10.584 KG,3.7499,3.5,5,5,Mix/Chivra/Chanachur,FD012600181058400D,FALSE,0
CAR,MRP 5,All In One MRP 5,BDM5A040126A30122,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,All In One MRP 5|16 GM*8.064 KG,3.7499,3.5,5,5,Mix/Chivra/Chanachur,FD012600160806400D,FALSE,0
CAR,MRP 5,All In One MRP 5,BDM5A040126A30122,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,All In One MRP 5|18 GM*9.072 KG,3.75,3.51,5,5,Mix/Chivra/Chanachur,FD012600180907200D,FALSE,0
CAR,MRP 5,All In One MRP 5,BDM5A040126A30122,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,All In One MRP 5|20 GM*10.08 KG,3.7499,3.5,5,5,Mix/Chivra/Chanachur,FD012600201008000D,FALSE,0
CAR,MRP 20,Multigrain Mix (R) MRP 20,BDM5B700610A53889,Namkeen_Out of Home,MRP 20_Namkeen_Out of Home,Multigrain Mix (R) MRP 20|55 GM*5.5 KG,14.518,13.63,20,20,Mix/Chivra/Chanachur,FD061000550550000D,FALSE,0
CAR,150 GM,Multigrain Mixture (Roasted) 150 Gm,ADM5B700610D21049,Namkeen_In-Home,150 GM_Namkeen_In-Home,Multigrain Mixture (Roasted) 150 GM*9 KG,37.2023,35.01,50,50,Mix/Chivra/Chanachur,FD061001500900000D,FALSE,0
CAR,MRP 5,All In One MRP 5,BDM5A040126A30122,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,All In One 19 GM * 9.576 KG,3.75,3.5,6,6,Mix/Chivra/Chanachur,FD012600190957600D,FALSE,0
CAR,150 GM,Namkeen Others Sabi Pakoda 150 gm,ADL7C870811D24736,Namkeen_In-Home,150 GM_Namkeen_In-Home,Sabji Pakoda 150 GM*9 KG,26.709,25.13,35,35,Tea Time Snacks,FD081101500900000D,FALSE,0
CAR,200 GM,Navratan Mix 205 Gm,ADM5B720617B41064,Namkeen_In-Home,200 GM_Namkeen_In-Home,Navratan Mix (GW) 205 GM*16.4 KG,40.178,37.81,54,54,Mix/Chivra/Chanachur,FD061702051640000D,FALSE,0
CAR,400 GM,Navratan Mix 410 Gm,ADM5B720617B21069,Namkeen_In-Home,400 GM_Namkeen_In-Home,Navratan Mix (GW) 410 GM*16.4 KG,79.613,74.93,107,107,Mix/Chivra/Chanachur,FD061704101640000D,FALSE,0
CAR,MRP 5,All In One MRP 5,BDM5A040126A30122,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,All In One MRP 5|17GM*7.344KG NGP,3.7945,3.57,5,5,Mix/Chivra/Chanachur,FD012600170734400D,FALSE,0
CAR,MRP 5,All In One MRP 5,BDM5A040126A30122,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,All In One MRP 5|18 GM*7.776 KG NGP,3.7945,3.57,5,5,Mix/Chivra/Chanachur,FD012600180777600D,FALSE,0
CAR,MRP 5,All In One MRP 5,BDM5A040126A30122,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,All In One MRP 5|20 GM*8.64 KG NGP,3.7945,3.57,5,5,Mix/Chivra/Chanachur,FD012600200864000D,FALSE,0
CAR,MRP 20,All In One MRP 20,BDM5A040126A50121,Namkeen_Out of Home,MRP 20_Namkeen_Out of Home,All In One MRP 20|70 GM*7 KG,14.518,13.63,20,20,Mix/Chivra/Chanachur,FD012600700700000D,FALSE,0
CAR,MRP 20,All In One MRP 20,BDM5A040126A50121,Namkeen_Out of Home,MRP 20_Namkeen_Out of Home,All In One MRP 20|50 GM*12 KG NGP,9.961,9.22,20,20,Mix/Chivra/Chanachur,FD012600501200000D,FALSE,0
CAR,MRP 10,Aloo Mixture MRP 10,BDM5A070133A10139,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Aloo Mixture MRP 10|38GM*11.4KG,7.5,7.01,10,10,Mix/Chivra/Chanachur,FD013300381140000D,FALSE,0
CAR,MRP 10,Aloo Mixture MRP 10,BDM5A070133A10139,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Aloo Mixture MRP 10|42 GM*12.6 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD013300421260000D,FALSE,0
CAR,MRP 5,Aloo Mixture MRP 5,BDM5A070133A30141,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Aloo Mixture MRP 5|20 GM*10.08 KG,3.7499,3.5,5,5,Mix/Chivra/Chanachur,FD013300201008000D,FALSE,0
CAR,MRP 5,Aloo Mixture MRP 5,BDM5A070133A30141,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Aloo Mixture MRP 5|18 GM*9.072 KG,3.75,3.5,5,5,Mix/Chivra/Chanachur,FD013300180907200D,FALSE,0
CAR,MRP 20,Aloo Mixture MRP 20,BDM5A070133A50140,Namkeen_Out of Home,MRP 20_Namkeen_Out of Home,Aloo Mixture MRP 20|80 GM*7.2 KG,14.518,13.63,20,20,Mix/Chivra/Chanachur,FD013300800720000D,FALSE,0
CAR,150 GM,Chutney Sev 150 Gm,ADL1L350244D24737,Namkeen_In-Home,150 GM_Namkeen_In-Home,Chutney Sev 150 GM*9.6 KG,30.525,28.72,40,40,Sev Namkeen,FD024401500960000D,FALSE,0
CAR,MRP 20,Aloo Mixture MRP 20,BDM5A070133A50140,Namkeen_Out of Home,MRP 20_Namkeen_Out of Home,Aloo Mixture MRP 20|70 GM*6.3 KG,13.3931,12.57,20,20,Mix/Chivra/Chanachur,FD013300700630000D,FALSE,0
CAR,MRP 10,Chana Chur MRP 10,BDM5A330195A10269,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Chur MRP 10|38GM*9.576KG,7.5,7.01,10,10,Mix/Chivra/Chanachur,FD019500380957600D,FALSE,0
CAR,MRP 10,Chana Chur MRP 10,BDM5A330195A10269,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Chur MRP 10|40GM*10.08KG,7.5,7,10,10,Mix/Chivra/Chanachur,FD019500401008000D,FALSE,0
CAR,200 GM,Long Sev 200 Gm,ADL1L360491B40918,Namkeen_In-Home,200 GM_Namkeen_In-Home,Long Sev 200 GM*6 KG,41.972,39.5,55,55,Sev Namkeen,FD049102000600000D,FALSE,0
CAR,MRP 10,Chana Chur MRP 10,BDM5A330195A10269,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Chur MRP 10|38 GM*9.5 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD019500380950000D,FALSE,0
CAR,MRP 10,Chana Chur MRP 10,BDM5A330195A10269,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Chur MRP 10|42 GM*10.5 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD019500421050000D,FALSE,0
CAR,MRP 10,Chana Chur MRP 10,BDM5A330195A10269,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Chur MRP 10|42 GM*10.584 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD019500421058400D,FALSE,0
CAR,200 GM,Methi Sev 200 Gm,ADL1L380577B40950,Namkeen_In-Home,200 GM_Namkeen_In-Home,Methi Sev 200 GM*6 KG,41.972,39.5,55,55,Sev Namkeen,FD057702000600000D,FALSE,0
CAR,MRP 10,Chana Jor Garam MRP 10,BDM5A360204A10293,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Jor Garam MRP 10|45GM*9KG,7.5,7.01,10,10,Mix/Chivra/Chanachur,FD020400450900000D,FALSE,0
CAR,MRP 10,Chana Jor Garam MRP 10,BDM5A360204A10293,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Jor Garam MRP 10|48 GM*9.6 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD020400480960000D,FALSE,0
CAR,400 GM,Panchrattan 400 Gm,ADH9L140631B21126,Namkeen_In-Home,400 GM_Namkeen_In-Home,Panchrattan 400 GM*8 KG,148.809,140.39,195,195,Mixture-Premium,FD063104000800000D,FALSE,0
CAR,MRP 10,Chana Jor Garam MRP 10,BDM5A360204A10293,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Jor Garam MRP 10|55 GM*11 KG,7.5,7,10,10,Mix/Chivra/Chanachur,FD020400551100000D,FALSE,0
CAR,200 GM,Milk Rusk Toast 275 Gm,EAK8C350586B40992,Bakery_Emerging,200 GM_Bakery_Emerging,Milk 275 GM*7.7 KG,35.7143,33.53,45,45,Rusk/Toast,FA058602750770000D,FALSE,0
CAR,150 GM,Party Mix 150 Gm,AEI9B870649D21150,"Nuts, Seeds, Berries_In-Home","150 GM_Nuts, Seeds, Berries_In-Home",Classic Party Mix 150 GM*10.5 KG,38.156,35.91,50,50,Peanuts,FE064901501050000D,FALSE,0
CAR,MRP 20,Prasadm 40 Gm,BDC7C050746A51283,Namkeen_Out of Home,MRP 20_Namkeen_Out of Home,Prasadam MRP 20|40 GM*8.64 KG,14.518,13.63,20,20,Falahari,FD074600400864000D,FALSE,0
CAR,150 GM,Punjabi Pakoda 150 Gm,ADL7C070751D21288,Namkeen_In-Home,150 GM_Namkeen_In-Home,Punjabi Pakoda 150 GM*10.5 KG,30.525,28.72,40,40,Tea Time Snacks,FD075101501050000D,FALSE,0
CAR,MRP 10,Chana Jor Garam MRP 10,BDM5A360204A10293,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Jor Garam MRP 10|52 GM*10.4 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD020400521040000D,FALSE,0
CAR,MRP 10,Chana Jor Garam MRP 10,BDM5A360204A10293,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Jor Garam MRP 10|50 GM*10 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD020400501000000D,FALSE,0
CAR,MRP 10,Chana Jor Garam MRP 10,BDM5A360204A10293,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Jor Garam MRP 10|40 GM*9.6 KG NGP,7.6313,7.19,10,10,Mix/Chivra/Chanachur,FD020400400960000D,FALSE,0
CAR,MRP 10,Chana Jor Garam MRP 10,BDM5A360204A10293,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chana Jor Garam MRP 10|50 GM*9 KG NGP,7.6313,7.19,10,10,Mix/Chivra/Chanachur,FD020400500900000D,FALSE,0
CAR,MRP 5,Chana Jor Garam MRP 5,BDM5A360204A30294,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chana Jor Garam MRP 5|22 GM*6.6 KG,3.75,3.51,5,5,Mix/Chivra/Chanachur,FD020400220660000D,FALSE,0
CAR,MRP 5,Chana Jor Garam MRP 5,BDM5A360204A30294,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chana Jor Garam MRP 5|25 GM*7.5 KG,3.7499,3.5,5,5,Mix/Chivra/Chanachur,FD020400250750000D,FALSE,0
CAR,MRP 5,Chana Jor Garam MRP 5,BDM5A360204A30294,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chana Jor Garam MRP 5|27 GM*8.1 KG,3.75,3.5,5,5,Mix/Chivra/Chanachur,FD020400270810000D,FALSE,0
CAR,MRP 5,Chana Jor Garam MRP 5,BDM5A360204A30294,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chana Jor Garam MRP 5|20 GM*7.2 KG NGP,3.7945,3.57,5,5,Mix/Chivra/Chanachur,FD020400200720000D,FALSE,0
CAR,MRP 5,Chana Jor Garam MRP 5,BDM5A360204A30294,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chana Jor Garam MRP 5|25 GM*7.2 KG NGP,3.7945,3.57,5,5,Mix/Chivra/Chanachur,FD020400250720000D,FALSE,0
CAR,MRP 5,Chana Jor Garam MRP 5,BDM5A360204A30294,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chana Jor Garam MRP 5|20 GM*8.64 KG NGP,3.7945,3.57,5,5,Mix/Chivra/Chanachur,FD020400200864000D,FALSE,0
CAR,MRP 10,Chatpata Mixture MRP 10,BDM5A410209A10314,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chatpata Mixture MRP 10|38GM*10.944KG,7.5,7.01,10,10,Mix/Chivra/Chanachur,FD020900381094400D,FALSE,0
CAR,MRP 10,Chatpata Mixture MRP 10,BDM5A410209A10314,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chatpata Mixture MRP 10|42 GM*12.6 KG,7.143,6.67,10,10,Mix/Chivra/Chanachur,FD020900421260000D,FALSE,0
CAR,MRP 10,Chatpata Mixture MRP 10,BDM5A410209A10314,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Chatpata Mixture MRP 10|42 GM*10.5 KG,7.1429,6.67,10,10,Mix/Chivra/Chanachur,FD020900421050000D,FALSE,0
CAR,MRP 5,Chatpata Mixture MRP 5,BDM5A410209A30315,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chatpata Mixture MRP 5|18GM*7.56KG,3.75,3.51,5,5,Mix/Chivra/Chanachur,FD020900180756000D,FALSE,0
CAR,MRP 5,Chatpata Mixture MRP 5,BDM5A410209A30315,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chatpata Mixture MRP 5|20 GM*11.76 KG,3.5714,3.33,5,5,Mix/Chivra/Chanachur,FD020900201176000D,FALSE,0
CAR,MRP 5,Chatpata Mixture MRP 5,BDM5A410209A30315,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chatpata Mixture MRP 5|20 GM*10.08 KG,3.5714,3.33,5,5,Mix/Chivra/Chanachur,FD020900201008000D,FALSE,0
CAR,MRP 5,Chatpata Mixture MRP 5,BDM5A410209A30315,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chatpata Mixture MRP 5|20 GM*10.8 KG,3.5714,3.33,5,5,Mix/Chivra/Chanachur,FD020900201080000D,FALSE,0
CAR,MRP 5,Chatpata Mixture MRP 5,BDM5A410209A30315,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chatpata Mixture MRP 5|20 GM*7.2 KG,3.5714,3.33,5,5,Mix/Chivra/Chanachur,FD020900200720000D,FALSE,0
CAR,MRP 5,Chatpata Mixture MRP 5,BDM5A410209A30315,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Chatpata Mixture MRP 5|20 GM*8.4 KG,3.571,3.33,5,5,Mix/Chivra/Chanachur,FD020900200840000D,FALSE,0
CAR,200 GM,Ratlami Mixture 200 Gm,ADM5C180765B41321,Namkeen_In-Home,200 GM_Namkeen_In-Home,Ratlami Mixture 200 GM*8 KG,41.972,39.5,55,55,Mix/Chivra/Chanachur,FD076502000800000D,FALSE,0
CAR,MRP 10,Dal Biji MRP 10,BDM5A580260A10556,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Dal Biji MRP 10|38 GM*9.5 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD026000380950000D,FALSE,0
CAR,MRP 10,Dal Biji MRP 10,BDM5A580260A10556,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Dal Biji MRP 10|42 GM*10.584 KG,7.5,7,10,10,Mix/Chivra/Chanachur,FD026000421058400D,FALSE,0
CAR,MRP 10,Dal Biji MRP 10,BDM5A580260A10556,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Dal Biji MRP 10|42 GM*10.5 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD026000421050000D,FALSE,0
CAR,MRP 10,Fatafat Bhel MRP 10,BDM5A690290A10596,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Fatafat Bhel MRP 10|42GM*11.088KG,7.5,7.01,10,10,Mix/Chivra/Chanachur,FD029000421108800D,FALSE,0
CAR,MRP 10,Fatafat Bhel MRP 10,BDM5A690290A10596,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Fatafat Bhel MRP 10|45 GM*13.5 KG,7.5,7,10,10,Mix/Chivra/Chanachur,FD029000451350000D,FALSE,0
CAR,200 GM,Shahi Mixture 200 Gm,ADH9C430820B41371,Namkeen_In-Home,200 GM_Namkeen_In-Home,Shahi Mixture 200 GM*8 KG,95.391,89.99,125,125,Mixture-Premium,FD082002000800000D,FALSE,0
CAR,MRP 10,Fatafat Bhel MRP 10,BDM5A690290A10596,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Fatafat Bhel MRP 10|42 GM*10.5 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD029000421050000D,FALSE,0
CAR,MRP 10,Fatafat Bhel MRP 10,BDM5A690290A10596,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Fatafat Bhel MRP 10|47 GM*11.75 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD029000471175000D,FALSE,0
CAR,MRP 10,Fatafat Bhel MRP 10,BDM5A690290A10596,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Fatafat Bhel MRP 10|42 GM*12.6 KG,7.4999,7,10,10,Mix/Chivra/Chanachur,FD029000421260000D,FALSE,0
CAR,MRP 5,Fatafat Bhel MRP 5,BDM5A690290A30597,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Fatafat Bhel MRP 5|20GM*7.2KG,3.75,3.51,5,5,Mix/Chivra/Chanachur,FD029000200720000D,FALSE,0
CAR,MRP 5,Fatafat Bhel MRP 5,BDM5A690290A30597,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Fatafat Bhel MRP 5|22 GM*7.92 KG,3.75,3.5,5,5,Mix/Chivra/Chanachur,FD029000220792000D,FALSE,0
CAR,MRP 5,Fatafat Bhel MRP 5,BDM5A690290A30597,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Fatafat Bhel MRP 5|23 GM*8.28 KG,3.8393,3.5,5,5,Mix/Chivra/Chanachur,FD029000230828000D,FALSE,0
CAR,MRP 5,Fatafat Bhel MRP 5,BDM5A690290A30597,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Fatafat Bhel MRP 5|22 GM*9.24 KG,3.7499,3.5,5,5,Mix/Chivra/Chanachur,FD029000220924000D,FALSE,0
CAR,150 GM,Teekha Meetha 150 Gm,ADM5C680893D21571,Namkeen_In-Home,150 GM_Namkeen_In-Home,Teekha Meetha 150 GM*9.6 KG,30.525,28.72,40,40,Mix/Chivra/Chanachur,FD089301500960000D,FALSE,0
CAR,MRP 10,Golden Mixture MRP 10,BDM5A800385A10652,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Golden Mixture MRP 10|40GM*12KG,7.5,7,10,10,Mix/Chivra/Chanachur,FD038500401200000D,FALSE,0
CAR,MRP 10,Golden Mixture MRP 10,BDM5A800385A10652,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Golden Mixture MRP 10|42 GM*12.6 KG,7.5,7,10,10,Mix/Chivra/Chanachur,FD038500421260000D,FALSE,0
CAR,MRP 10,Golden Mixture MRP 10,BDM5A800385A10652,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,Golden Mixture MRP 10|35 GM*8.75 KG,7.1429,6.67,10,10,Mix/Chivra/Chanachur,FD038500350875000D,FALSE,0
CAR,MRP 5,Golden Mixture MRP 5,BDM5A800385A30654,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Golden Mixture MRP 5|20 GM*5.76 KG,3.75,3.51,5,5,Mix/Chivra/Chanachur,FD038500200576000D,FALSE,0
CAR,MRP 5,Golden Mixture MRP 5,BDM5A800385A30654,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Golden Mixture MRP 5|20 GM*10.8 KG,3.5714,3.33,5,5,Mix/Chivra/Chanachur,FD038500201080000D,FALSE,0
CAR,800 GM,Teekha Meetha 800 Gm,ADM5C680893B61573,Namkeen_In-Home,800 GM_Namkeen_In-Home,Teekha Meetha 800 GM*14.4 KG,245.5357,196.42,275,275,Mix/Chivra/Chanachur,FD089308001440000D,FALSE,0
CAR,MRP 5,Golden Mixture MRP 5,BDM5A800385A30654,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Golden Mixture MRP 5|20 GM*10.08 KG,3.5714,3.33,5,5,Mix/Chivra/Chanachur,FD038500201008000D,FALSE,0
CAR,MRP 5,Golden Mixture MRP 5,BDM5A800385A30654,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,Golden Mixture MRP 5|18 GM*9.072 KG,3.5714,3.33,5,5,Mix/Chivra/Chanachur,FD038500180907200D,FALSE,0
